0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,0,24,0,0,
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,80,0,33,0,0,
0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,
0,0,0,0,0,0,64,12,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,
0,0,0,0,0,0,48,16,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,32,0,0,
0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,32,0,32,0,0,
0,0,0,0,0,0,8,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,0,0,32,0,0,8,0,0,0,0,0,0,0,0,0,0,64,0,32,0,0,
0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,128,0,224,255,7,
0,0,0,0,0,0,4,64,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,
0,0,0,0,0,0,2,64,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,
0,0,0,0,0,0,2,64,0,0,8,0,0,0,0,224,1,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,0,2,64,0,0,8,0,0,0,0,24,2,0,0,0,0,0,2,32,0,0,
0,0,0,0,0,0,0,64,0,0,8,0,0,0,0,12,4,0,0,0,0,0,2,32,0,0,
0,0,0,0,0,0,1,64,0,0,24,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,0,1,192,15,0,0,14,0,0,0,2,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,0,1,0,0,0,0,0,96,0,0,1,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,128,0,0,0,0,0,0,0,64,128,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,128,0,0,0,0,0,0,0,0,132,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,128,0,0,0,0,0,0,0,0,64,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,232,255,255,3,0,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,32,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,
0,0,0,0,0,32,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,
0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
